id,name,country,country_code,abbreviation,gender,pro_year,handedness,highest_singles_ranking,highest_doubles_ranking,weight,height,date_of_birth,highest_singles_ranking_date,highest_doubles_ranking_date,Clothing,Shoes,Racket,Sleeve/Shirt/Cap
sr:competitor:588069,"Bai, Zhuoxuan",China,CHN,BAI,female,,,83.0,,,,2002-11-16,3.2024,,Yonex,Yonex,Yonex,
sr:competitor:588071,"Shnaider, Diana",Neutral,,SHN,female,,left,12.0,48.0,,,2004-04-02,11.2024,10.2024,Adidas,Adidas,Yonex,
sr:competitor:329535,"Tauson, Clara",Denmark,DNK,TAU,female,,right,33.0,432.0,,,2002-12-21,2.2022,2.2022,Yonex ? Adidas,Yonex ? Adidas,Yonex,
sr:competitor:153860,"Trevisan, Martina",Italy,ITA,TRE,female,2008.0,left,18.0,138.0,,160.0,1993-11-03,5.2023,6.2021,Diadora,Diadora,Head,Colavita | Acrobatica
sr:competitor:41524,"Krunic, Aleksandra",Serbia,SRB,KA,female,2008.0,right,39.0,35.0,53.0,163.0,1993-03-15,6.2018,9.2019,Mizuno,Mizuno,Babolat,
sr:competitor:69208,"Paolini, Jasmine",Italy,ITA,PAO,female,2011.0,right,4.0,9.0,,160.0,1996-01-04,10.2024,10.2024,Asics,Asics,Yonex,Hotelplanner.com | Nº7
sr:competitor:137962,"Day, Kayla",USA,USA,DAY,female,2016.0,left,84.0,133.0,,173.0,1999-09-28,4.2024,1.2018,Vuori ? ,Nike*,Babolat,
sr:competitor:42289,"Linette, Magda",Poland,POL,LIN,female,2009.0,right,19.0,26.0,59.0,171.0,1992-02-12,3.2023,4.2022,Joma,Joma,Babolat ?  Yonex,Hotelplanner
sr:competitor:152804,"Vondrousova, Marketa",Czechia,CZE,VON,female,2014.0,left,6.0,38.0,59.0,172.0,1999-06-28,9.2023,9.2023,Nike ? J. Lindeberg,Nike,Yonex,Red Bull
sr:competitor:252223,"Rakhimova, Kamilla",Neutral,,RAK,female,,right,61.0,65.0,,,2001-08-28,10.2024,6.2022,Lotto,Lotto,Yonex,
sr:competitor:55401,"Jabeur, Ons",Tunisia,TUN,JAB,female,2010.0,right,2.0,116.0,66.0,167.0,1994-08-28,6.2022,2.202,Lotto ? Kayanee,Lotto ? Asics,Wilson,
sr:competitor:67759,"Alexandrova, Ekaterina",Neutral,,ALE,female,2010.0,right,15.0,58.0,66.0,180.0,1994-11-15,4.2024,9.2022,Fila ? K-Swiss,Fila ? K-Swiss,Wilson,
sr:competitor:63220,"Ponchet, Jessika",France,FRA,PON,female,2011.0,right,104.0,101.0,,,1996-09-26,9.2024,11.2022,,,,
sr:competitor:19546,"Pavlyuchenkova, Anastasia",Neutral,,PAV,female,2005.0,right,11.0,21.0,72.0,177.0,1991-07-03,11.2021,9.2013,Lacoste ? ,Lacoste ? ,Wilson,
sr:competitor:123824,"Dolehide, Caroline",USA,USA,DOL,female,2017.0,right,41.0,9.0,79.0,178.0,1998-09-05,10.2023,8.2024,Asics,Asics,Wilson,
sr:competitor:225046,"Burel, Clara",France,FRA,BUR,female,,right,42.0,246.0,,175.0,2001-03-24,6.2024,5.2022,Adidas,Adidas,Babolat,
sr:competitor:20732,"Pliskova, Karolina",Czechia,CZE,PLI,female,2009.0,right,1.0,11.0,72.0,186.0,1992-03-21,7.2017,10.2016,Fila ? Adidas,Fila ? Adidas,Babolat,
sr:competitor:60392,"Sorribes Tormo, Sara",Spain,ESP,SOR,female,2014.0,right,32.0,17.0,69.0,176.0,1996-10-08,2.2022,5.2024,Joma,Joma,Wilson,Nara | Castellón
sr:competitor:246905,"Gracheva, Varvara",France,FRA,GRA,female,,right,39.0,135.0,,,2000-08-02,1.2024,3.2022,Le Coq Sportif ? Lotto,Nike ? Lotto,Yonex,World of Hyatt | Blue Owl
sr:competitor:401055,"Noskova, Linda",Czechia,CZE,NOS,female,,right,25.0,60.0,,,2004-11-17,8.2024,8.2024,Yonex,Yonex,Yonex,Redo | OK System
sr:competitor:318195,"Parry, Diane",France,FRA,PAR,female,,right,48.0,74.0,,,2002-09-01,10.2024,12.2023,Asics,Asics,Wilson,Renault
sr:competitor:35838,"Begu, Irina-Camelia",Romania,ROU,BEG,female,2009.0,right,22.0,22.0,67.0,181.0,1990-08-26,8.2016,10.2018,Fila,Fila,Babolat,
sr:competitor:99131,"Bucsa, Cristina",Spain,ESP,BUC,female,2015.0,right,56.0,19.0,,,1998-01-01,1.2024,6.2024,,,Wilson ? Yonex,
sr:competitor:41355,"Bogdan, Ana",Romania,ROU,BOG,female,2011.0,right,39.0,148.0,59.0,171.0,1992-11-25,7.2023,7.2019,Nike ? Lacoste,Nike ? Lacoste,Yonex,
sr:competitor:72450,"Hibino, Nao",Japan,JPN,HIB,female,2014.0,right,56.0,43.0,57.0,163.0,1994-11-28,1.2016,7.2017,Le Coq Sportif,Yonex,Yonex,Brass | Radius7
sr:competitor:59702,"Haddad Maia, Beatriz",Brazil,BRA,HAD,female,2012.0,left,10.0,10.0,78.0,185.0,1996-05-30,6.2023,5.2023,Joma ? Asics,Joma ? Asics,Wilson,Itaú | Bauducco
sr:competitor:186312,"Rybakina, Elena",Kazakhstan,KAZ,RYB,female,2016.0,right,3.0,48.0,72.0,184.0,1999-06-17,6.2023,10.2021,Adidas ? Yonex,Adidas ? Yonex,Yonex,Bank RBK | RedBull
sr:competitor:18808,"Cornet, Alize",France,FRA,COR,female,2006.0,right,11.0,59.0,60.0,173.0,1990-01-22,2.2009,3.2011,,,,
sr:competitor:33593,"Mladenovic, Kristina",France,FRA,MLA,female,2009.0,right,10.0,1.0,60.0,184.0,1993-05-14,10.2017,6.2019,Adidas,Adidas,Wilson,
sr:competitor:141892,"Carle, Maria",Argentina,ARG,CAR,female,,right,71.0,124.0,,,2000-02-10,5.2024,11.2024,,,,
sr:competitor:19728,"Cirstea, Sorana",Romania,ROU,CIR,female,2006.0,right,21.0,35.0,59.0,176.0,1990-04-07,8.2013,3.2009,New Balance,New Balance,Yonex,
sr:competitor:366114,"Avanesyan, Elina",Armenia,ARM,AVA,female,,right,43.0,163.0,,,2002-09-17,10.2024,8.2024,Adidas,Adidas,Head,Midea | AMD
sr:competitor:69988,"Korpatsch, Tamara",Germany,DEU,KOR,female,2011.0,right,71.0,289.0,56.0,170.0,1995-05-12,10.2023,11.2024,Nike*,,Yonex,
sr:competitor:360038,"Stearns, Peyton",USA,USA,STE,female,,right,43.0,71.0,,,2001-10-08,9.2023,9.2024,Wilson,Wilson,Wilson,
sr:competitor:19578,"Kerber, Angelique",Germany,DEU,KER,female,2003.0,left,1.0,103.0,68.0,173.0,1988-01-18,9.2016,8.2013,,,,
sr:competitor:157754,"Sabalenka, Aryna",Neutral,,SAB,female,2015.0,right,1.0,1.0,80.0,182.0,1998-05-05,9.2023,2.2021,Nike,Nike,Wilson,
sr:competitor:132370,"Kasatkina, Daria",Neutral,,KAS,female,2014.0,right,8.0,43.0,62.0,170.0,1997-05-07,10.2022,9.2016,Adidas,Adidas,Tecnifibre ? Artengo,
sr:competitor:111189,"Zarazua, Renata",Mexico,MEX,ZAR,female,2014.0,right,59.0,135.0,,160.0,1997-09-30,11.2024,10.2018,,,,
sr:competitor:228418,"Navarro, Emma",USA,USA,NAV,female,,right,8.0,93.0,,,2001-05-18,9.2024,8.2024,Fila,Fila,Yonex,Dove | Red Bull
sr:competitor:75825,"Bektas, Emina",USA,USA,BEK,female,2016.0,right,82.0,78.0,,,1993-03-30,11.2023,7.2022,,,Babolat,
sr:competitor:88310,"Sherif Ahmed Abdelaziz, Maiar",Egypt,EGY,SHE,female,,right,31.0,88.0,,,1996-05-05,6.2023,7.2022,,,,
sr:competitor:46304,"Schmiedlova, Anna-Karolina",Slovakia,SVK,SCH,female,2011.0,right,26.0,213.0,63.0,176.0,1994-09-13,10.2015,6.2015,,,,
sr:competitor:60276,"Podoroska, Nadia",Argentina,ARG,POD,female,2011.0,right,36.0,62.0,60.0,170.0,1997-02-10,7.2021,10.2021,Fila,Fila,Head,
sr:competitor:23158,"Stephens, Sloane",USA,USA,STE,female,2010.0,right,3.0,63.0,61.0,170.0,1993-03-20,7.2018,9.2024,Nike ? FP Movement,New Balance*,Head,Cornerstone | Motorola
